1,0,27.37628746032715
1,1,25.580366134643555
2,0,27.37628746032715
2,1,25.580366134643555
3,0,31.68620491027832
3,1,31.68620491027832
4,0,27.37628746032715
4,1,25.580366134643555
5,0,26.561511993408203
5,1,26.389001846313477
6,0,26.561511993408203
6,1,26.389001846313477
7,0,27.37628746032715
7,1,25.580366134643555
8,0,27.37628746032715
8,1,25.580366134643555
9,0,27.37628746032715
9,1,25.580366134643555
10,0,31.68620491027832
10,1,31.68620491027832
11,0,27.37628746032715
11,1,25.580366134643555
12,0,26.561511993408203
12,1,26.389001846313477
13,0,26.561511993408203
13,1,26.389001846313477
14,0,27.37628746032715
14,1,25.580366134643555
15,0,25.852157592773438
15,1,25.756319046020508
16,0,33.30120849609375
16,1,-1
17,0,28.566497802734375
17,1,28.220685958862305
18,0,-1
18,1,-1
19,0,-1
19,1,-1
20,0,29.056934356689453
20,1,29.180007934570312
21,0,27.051124572753906
21,1,-1
22,0,29.334636688232422
22,1,-1
23,0,29.334636688232422
23,1,-1
24,0,27.37628746032715
24,1,25.580366134643555
25,0,28.566497802734375
25,1,28.220685958862305
26,0,33.30120849609375
26,1,-1
27,0,26.561511993408203
27,1,26.389001846313477
28,0,28.73708724975586
28,1,30.436412811279297
29,0,28.73708724975586
29,1,30.436412811279297
30,0,28.73708724975586
30,1,30.436412811279297
31,0,-1
31,1,-1
32,0,33.053951263427734
32,1,34.65911102294922
33,0,33.053951263427734
33,1,34.65911102294922
34,0,31.68620491027832
34,1,31.68620491027832
35,0,27.37628746032715
35,1,25.580366134643555
36,0,-1
36,1,-1
37,0,-1
37,1,-1
38,0,-1
38,1,-1
39,0,26.561511993408203
39,1,26.389001846313477
40,0,26.561511993408203
40,1,26.389001846313477
41,0,-1
41,1,-1
42,0,-1
42,1,-1
43,0,-1
43,1,-1
44,0,-1
44,1,-1
45,0,30.33285140991211
45,1,28.957603454589844
46,0,-1
46,1,-1
47,0,28.869720458984375
47,1,29.74055290222168
48,0,-1
48,1,-1
49,0,-1
49,1,-1
50,0,-1
50,1,-1
51,0,28.869720458984375
51,1,29.74055290222168
52,0,26.928077697753906
52,1,-1
53,0,29.212888717651367
53,1,-1
54,0,-1
54,1,-1
55,0,-1
55,1,-1
56,0,-1
56,1,-1
57,0,-1
57,1,-1
58,0,-1
58,1,-1
59,0,-1
59,1,-1
60,0,-1
60,1,-1
61,0,-1
61,1,-1
62,0,-1
62,1,-1
63,0,-1
63,1,-1
64,0,-1
64,1,-1
65,0,-1
65,1,-1
66,0,-1
66,1,-1
67,0,-1
67,1,-1
68,0,-1
68,1,-1
69,0,-1
69,1,-1
70,0,-1
70,1,-1
71,0,27.37628746032715
71,1,25.580366134643555
72,0,26.561511993408203
72,1,26.389001846313477
73,0,28.566497802734375
73,1,28.220685958862305
74,0,28.669544219970703
74,1,29.45964241027832
75,0,27.37628746032715
75,1,25.580366134643555
76,0,26.690631866455078
76,1,26.690631866455078
77,0,26.561511993408203
77,1,26.389001846313477
78,0,26.561511993408203
78,1,26.389001846313477
79,0,30.045894622802734
79,1,-1
80,0,28.869720458984375
80,1,29.74055290222168
81,0,30.33285140991211
81,1,28.957603454589844
82,0,28.026355743408203
82,1,28.552520751953125
83,0,-1
83,1,-1
84,0,32.465396881103516
84,1,28.94977569580078
85,0,27.37628746032715
85,1,25.580366134643555
86,0,27.37628746032715
86,1,25.580366134643555
87,0,31.68620491027832
87,1,31.68620491027832
88,0,27.37628746032715
88,1,25.580366134643555
89,0,26.561511993408203
89,1,26.389001846313477
90,0,26.561511993408203
90,1,26.389001846313477
91,0,27.37628746032715
91,1,25.580366134643555
92,0,25.852157592773438
92,1,25.756319046020508
93,0,28.566497802734375
93,1,28.220685958862305
94,0,33.30120849609375
94,1,-1
95,0,28.73708724975586
95,1,30.436412811279297
96,0,-1
96,1,-1
97,0,28.73708724975586
97,1,30.436412811279297
98,0,-1
98,1,-1
99,0,29.283946990966797
99,1,31.364299774169922
100,0,29.056934356689453
100,1,29.180007934570312
101,0,31.01666831970215
101,1,-1
102,0,32.06349182128906
102,1,33.790771484375
103,0,-1
103,1,-1
104,0,32.124290466308594
104,1,31.398637771606445
105,0,-1
105,1,-1
106,0,31.09682846069336
106,1,33.69412612915039
107,0,-1
107,1,-1
108,0,-1
108,1,-1
109,0,31.09682846069336
109,1,33.69412612915039
110,0,-1
110,1,-1
111,0,-1
111,1,-1
112,0,-1
112,1,-1
113,0,31.836645126342773
113,1,-1
114,0,27.37628746032715
114,1,25.580366134643555
115,0,28.566497802734375
115,1,28.220685958862305
116,0,26.561511993408203
116,1,26.389001846313477
117,0,33.30120849609375
117,1,-1
118,0,30.33285140991211
118,1,28.957603454589844
119,0,28.73708724975586
119,1,30.436412811279297
120,0,30.33285140991211
120,1,28.957603454589844
121,0,28.73708724975586
121,1,30.436412811279297
122,0,29.283946990966797
122,1,31.364299774169922
123,0,28.73708724975586
123,1,30.436412811279297
124,0,35.600067138671875
124,1,-1
125,0,-1
125,1,-1
126,0,-1
126,1,-1
127,0,-1
127,1,-1
128,0,-1
128,1,-1
129,0,-1
129,1,-1
130,0,-1
130,1,-1
131,0,32.06349182128906
131,1,33.790771484375
132,0,-1
132,1,-1
133,0,-1
133,1,-1
134,0,32.06349182128906
134,1,33.790771484375
135,0,-1
135,1,-1
136,0,-1
136,1,-1
137,0,31.68620491027832
137,1,31.68620491027832
138,0,27.37628746032715
138,1,25.580366134643555
139,0,-1
139,1,-1
140,0,-1
140,1,-1
141,0,-1
141,1,-1
142,0,26.561511993408203
142,1,26.389001846313477
143,0,26.561511993408203
143,1,26.389001846313477
144,0,-1
144,1,-1
145,0,-1
145,1,-1
146,0,-1
146,1,-1
147,0,-1
147,1,-1
148,0,-1
148,1,-1
149,0,-1
149,1,-1
150,0,-1
150,1,-1
151,0,-1
151,1,-1
152,0,-1
152,1,-1
153,0,-1
153,1,-1
154,0,30.33285140991211
154,1,28.957603454589844
155,0,-1
155,1,-1
156,0,28.869720458984375
156,1,29.74055290222168
157,0,28.869720458984375
157,1,29.74055290222168
158,0,26.928077697753906
158,1,-1
159,0,29.212888717651367
159,1,-1
160,0,-1
160,1,-1
161,0,-1
161,1,-1
162,0,-1
162,1,-1
163,0,-1
163,1,-1
164,0,-1
164,1,-1
165,0,-1
165,1,-1
166,0,-1
166,1,-1
167,0,-1
167,1,-1
168,0,-1
168,1,-1
169,0,-1
169,1,-1
170,0,-1
170,1,-1
171,0,-1
171,1,-1
172,0,-1
172,1,-1
173,0,-1
173,1,-1
174,0,-1
174,1,-1
175,0,-1
175,1,-1
176,0,-1
176,1,-1
177,0,-1
177,1,-1
178,0,-1
178,1,-1
179,0,-1
179,1,-1
180,0,-1
180,1,-1
181,0,-1
181,1,-1
182,0,-1
182,1,-1
183,0,-1
183,1,-1
184,0,-1
184,1,-1
185,0,-1
185,1,-1
186,0,-1
186,1,-1
187,0,-1
187,1,-1
188,0,-1
188,1,-1
189,0,-1
189,1,-1
190,0,-1
190,1,-1
191,0,-1
191,1,-1
192,0,-1
192,1,-1
193,0,-1
193,1,-1
194,0,-1
194,1,-1
195,0,-1
195,1,-1
196,0,-1
196,1,-1
197,0,-1
197,1,-1
198,0,-1
198,1,-1
199,0,27.37628746032715
199,1,25.580366134643555
200,0,26.561511993408203
200,1,26.389001846313477
201,0,26.561511993408203
201,1,26.389001846313477
202,0,30.33285140991211
202,1,28.957603454589844
203,0,30.33285140991211
203,1,28.957603454589844
204,0,29.283946990966797
204,1,31.364299774169922
205,0,28.026355743408203
205,1,28.552520751953125
206,0,-1
206,1,-1
207,0,-1
207,1,-1
208,0,-1
208,1,-1
209,0,-1
209,1,-1
210,0,-1
210,1,-1
211,0,-1
211,1,-1
212,0,33.402278900146484
212,1,37.43330383300781
213,0,27.37628746032715
213,1,25.580366134643555
214,0,26.690631866455078
214,1,26.690631866455078
215,0,26.561511993408203
215,1,26.389001846313477
216,0,26.561511993408203
216,1,26.389001846313477
217,0,27.63765525817871
217,1,-1
218,0,30.33285140991211
218,1,28.957603454589844
219,0,30.33285140991211
219,1,28.957603454589844
220,0,28.026355743408203
220,1,28.552520751953125
221,0,-1
221,1,-1
222,0,-1
222,1,-1
223,0,-1
223,1,-1
224,0,-1
224,1,-1
225,0,-1
225,1,-1
226,0,-1
226,1,-1
227,0,-1
227,1,-1
228,0,-1
228,1,-1
229,0,27.37628746032715
229,1,25.580366134643555
230,0,27.37628746032715
230,1,25.580366134643555
231,0,31.68620491027832
231,1,31.68620491027832
232,0,27.37628746032715
232,1,25.580366134643555
233,0,26.561511993408203
233,1,26.389001846313477
234,0,26.561511993408203
234,1,26.389001846313477
235,0,27.37628746032715
235,1,25.580366134643555
236,0,25.852157592773438
236,1,25.756319046020508
237,0,28.566497802734375
237,1,28.220685958862305
238,0,33.30120849609375
238,1,-1
239,0,28.73708724975586
239,1,30.436412811279297
240,0,-1
240,1,-1
241,0,28.73708724975586
241,1,30.436412811279297
242,0,-1
242,1,-1
243,0,29.283946990966797
243,1,31.364299774169922
244,0,29.056934356689453
244,1,29.180007934570312
245,0,31.01666831970215
245,1,-1
246,0,32.06349182128906
246,1,33.790771484375
247,0,-1
247,1,-1
248,0,-1
248,1,-1
249,0,-1
249,1,-1
250,0,31.09682846069336
250,1,33.69412612915039
251,0,-1
251,1,-1
252,0,-1
252,1,-1
253,0,31.09682846069336
253,1,33.69412612915039
254,0,-1
254,1,-1
255,0,-1
255,1,-1
256,0,-1
256,1,-1
257,0,31.836645126342773
257,1,-1
258,0,27.37628746032715
258,1,25.580366134643555
259,0,28.566497802734375
259,1,28.220685958862305
260,0,26.561511993408203
260,1,26.389001846313477
261,0,33.30120849609375
261,1,-1
262,0,30.33285140991211
262,1,28.957603454589844
263,0,28.73708724975586
263,1,30.436412811279297
264,0,30.33285140991211
264,1,28.957603454589844
265,0,28.73708724975586
265,1,30.436412811279297
266,0,29.283946990966797
266,1,31.364299774169922
267,0,28.73708724975586
267,1,30.436412811279297
268,0,35.600067138671875
268,1,-1
269,0,-1
269,1,-1
270,0,-1
270,1,-1
271,0,-1
271,1,-1
272,0,-1
272,1,-1
273,0,-1
273,1,-1
274,0,-1
274,1,-1
275,0,32.06349182128906
275,1,33.790771484375
276,0,-1
276,1,-1
277,0,-1
277,1,-1
278,0,32.06349182128906
278,1,33.790771484375
279,0,-1
279,1,-1
280,0,-1
280,1,-1
281,0,31.68620491027832
281,1,31.68620491027832
282,0,27.37628746032715
282,1,25.580366134643555
283,0,-1
283,1,-1
284,0,-1
284,1,-1
285,0,-1
285,1,-1
286,0,26.561511993408203
286,1,26.389001846313477
287,0,26.561511993408203
287,1,26.389001846313477
288,0,-1
288,1,-1
289,0,-1
289,1,-1
290,0,-1
290,1,-1
291,0,-1
291,1,-1
292,0,-1
292,1,-1
293,0,-1
293,1,-1
294,0,-1
294,1,-1
295,0,-1
295,1,-1
296,0,-1
296,1,-1
297,0,-1
297,1,-1
298,0,30.33285140991211
298,1,28.957603454589844
299,0,-1
299,1,-1
300,0,28.869720458984375
300,1,29.74055290222168
301,0,28.869720458984375
301,1,29.74055290222168
302,0,26.928077697753906
302,1,-1
303,0,29.212888717651367
303,1,-1
304,0,-1
304,1,-1
305,0,-1
305,1,-1
306,0,-1
306,1,-1
307,0,-1
307,1,-1
308,0,-1
308,1,-1
309,0,-1
309,1,-1
310,0,-1
310,1,-1
311,0,-1
311,1,-1
312,0,-1
312,1,-1
313,0,-1
313,1,-1
314,0,-1
314,1,-1
315,0,-1
315,1,-1
316,0,-1
316,1,-1
317,0,-1
317,1,-1
318,0,-1
318,1,-1
319,0,-1
319,1,-1
320,0,-1
320,1,-1
321,0,-1
321,1,-1
322,0,-1
322,1,-1
323,0,-1
323,1,-1
