cut1_idx,cut2_idx
4,1
4,2
38,7
38,8
38,9
140,9
140,74
140,88
88,85
88,86
282,236
282,258
258,213
258,232
232,229
232,230
213,86
213,200
200,9
200,74
200,85
236,213
236,229
236,230
425,359
425,376
376,373
376,374
359,213
359,229
359,230
572,374
572,489
572,519
489,359
713,646
713,665
665,661
646,501
501,374
501,489
861,791
861,805
861,806
791,646
791,661
791,662
1001,933
1001,953
953,949
933,806
933,920
920,662
920,776
920,805
776,518
776,633
776,661
633,501
1146,1099
1146,1122
1122,1078
1122,1095
1078,933
1099,1078
1099,1095
1290,1243
1290,1266
1266,1222
1266,1239
1222,1078
1243,1222
1243,1239
1435,1366
1366,1222
1578,1531
1578,1555
1555,1511
1555,1525
1555,1526
1511,1366
1511,1381
1511,1382
1531,1511
1531,1529
1529,1525
1722,1677
1722,1698
1698,1654
1698,1671
1654,1511
1677,1526
1677,1640
1677,1671
1640,1382
1640,1496
1640,1525
1496,1238
1496,1351
1496,1381
1351,1222
1351,1237
1867,1800
1800,1786
1786,1640
1786,1669
2009,1941
2009,1961
1961,1957
1941,1814
1941,1930
1930,1786
1930,1813
2154,2108
2154,2131
2131,2089
2131,2101
2131,2102
2089,1814
2089,1930
2108,2089
2108,2101
2108,2102
2299,2230
2230,2089
2441,2373
2441,2392
2392,2389
2392,2390
2373,2246
2373,2360
2360,2102
2360,2216
2360,2245
2216,1958
2216,2071
2216,2101
2071,1941
2071,1957
2586,2542
2586,2564
2564,2390
2564,2504
2564,2536
2536,2533
2536,2534
2504,2246
2504,2360
2504,2389
2542,2518
2518,2373
2731,2662
2662,2518
2875,2805
2805,2678
2805,2792
2792,2534
2792,2647
2792,2677
2647,2518
2647,2533
3017,2952
3017,2970
2970,2966
2952,2935
2935,2805
2935,2821
3163,3094
3094,2952
3306,3260
3306,3283
3283,3237
3283,3253
3283,3254
3237,3110
3237,3223
3223,3094
3223,3109
3260,3237
3260,3253
3260,3254
3449,3383
3449,3399
3383,3237
3383,3253
3383,3254
3594,3547
3594,3570
3570,3525
3570,3545
3545,3541
3525,3398
3525,3512
3512,3254
3512,3370
3512,3397
3370,3223
3370,3253
3547,3525
3547,3545
3737,3669
3737,3687
3669,3542
3669,3656
3656,3398
3656,3512
3656,3541
3884,3686
3884,3801
3884,3833
3833,3829
3801,3669
4027,3959
3959,3814
3959,3829
3959,3830
3814,3669
4172,3974
4172,4087
4172,4122
4122,4118
4087,3959
4087,3973
4314,4268
4314,4292
4292,4118
4292,4233
4292,4263
4233,4103
4103,3959
4103,3973
4103,3974
4268,4246
4268,4261
4268,4262
4246,4103
4459,4389
4389,4262
4389,4377
4377,4246
4606,4535
4606,4551
4606,4556
4556,4535
4556,4549
4556,4550
4535,4389
4535,4405
4535,4406
4747,4681
4681,4406
4681,4520
4520,4262
4520,4377
4520,4405
4891,4822
4822,4681
5035,4965
4965,4838
4965,4952
4952,4694
4952,4811
4952,4837
4811,4535
4811,4549
4811,4550
4811,4693
5179,5109
5109,4982
5109,5097
5097,4965
5324,5126
5324,5239
5324,5272
5272,5269
5272,5270
5239,5109
5239,5125
5468,5270
5468,5383
5468,5416
5416,5413
5416,5414
5383,5254
5383,5269
5254,5109
5611,5547
5547,5270
5547,5383
5547,5413
5547,5414
5755,5687
5687,5547
5687,5557
5687,5558
5897,5831
5897,5847
5831,5687
5831,5701
5831,5702
6041,5973
6041,5992
5992,5989
5992,5990
5973,5846
5973,5960
5960,5702
5960,5817
5960,5845
5817,5687
6185,6120
6185,6138
6138,6134
6120,6103
6103,5973
6103,5989
6330,6283
6330,6307
6307,6262
6307,6277
6307,6278
6262,6120
6283,6262
6283,6279
6475,6408
6408,6391
6391,6262
6391,6277
6619,6550
6550,6408
6762,6715
6762,6738
6738,6693
6738,6711
6693,6566
6693,6679
6679,6550
6679,6565
6715,6693
6715,6711
6905,6839
6905,6855
6839,6693
6839,6709
6839,6710
7051,6983
6983,6839
6983,6853
6983,6854
7193,7128
7193,7145
7145,7141
7128,7111
7111,6983
7111,6997
7338,7291
7338,7314
7314,7270
7314,7288
7288,7285
7288,7286
7270,7128
7291,7270
7291,7288
7483,7413
7413,7286
7413,7399
7399,7270
7399,7285
7625,7560
7625,7578
7578,7574
7560,7544
7544,7286
7544,7399
7544,7429
7769,7704
7769,7721
7721,7717
7704,7687
7687,7560
7687,7573
7913,7847
7913,7865
7865,7861
7847,7704
7847,7717
7847,7718
8060,7862
8060,7980
8060,8008
8008,8005
8008,8006
7980,7704
7980,7861
8202,8155
8202,8178
8178,8135
8178,8151
8135,7990
8135,8005
8135,8006
7990,7847
8155,8135
8155,8151
8345,8277
8345,8296
8296,8293
8296,8294
8277,8150
8277,8263
8263,8135
8263,8149
8490,8443
8490,8466
8466,8423
8466,8439
8423,8277
8423,8293
8423,8294
8443,8423
8443,8439
8633,8566
8633,8585
8585,8581
8566,8423
8777,8710
8777,8729
8729,8725
8710,8566
8923,8855
8855,8710
8855,8725
8855,8726
9068,8870
9068,8983
9068,9016
9016,9013
9016,9014
8983,8855
8983,8869
9210,9163
9210,9186
9186,9142
9186,9159
9142,8999
8999,8855
8999,8869
8999,8870
9163,9142
9163,9159
9353,9288
9353,9305
9305,9301
9288,9271
9271,9142
9271,9157
9499,9431
9431,9288
9431,9301
9431,9302
9642,9595
9642,9618
9618,9573
9618,9591
9573,9446
9573,9561
9561,9431
9595,9573
9595,9591
9786,9740
9786,9763
9763,9717
9763,9733
9763,9734
9717,9590
9717,9704
9704,9446
9704,9561
9704,9589
9740,9717
9740,9733
9740,9734
9930,9884
9930,9906
9906,9862
9906,9879
9862,9717
9884,9862
9884,9877
9884,9878
10075,10005
10005,9878
10005,9993
9993,9862
10218,10171
10218,10195
10195,10150
10195,10165
10195,10166
