cut1_idx,cut2_idx
4,1
4,2
37,7
138,91
138,115
115,76
115,85
115,86
76,7
91,76
91,88
88,85
88,86
282,236
282,258
258,213
258,232
232,229
232,230
213,86
213,200
200,9
200,74
200,85
236,213
236,229
236,230
425,358
425,376
376,373
376,374
358,213
572,374
572,487
572,519
487,358
487,373
713,646
713,665
665,661
646,501
501,374
501,487
861,790
861,805
861,806
790,646
1001,933
1001,953
953,949
933,806
933,920
920,662
920,776
920,805
776,518
776,632
776,661
632,374
632,487
632,517
1146,1099
1146,1122
1122,1078
1122,1095
1078,933
1099,1078
1099,1095
1289,1221
1289,1239
1221,1094
1221,1209
1209,1078
1435,1366
1366,1221
1578,1531
1578,1555
1555,1511
1555,1525
1555,1526
1511,1366
1511,1381
1511,1382
1531,1511
1531,1528
1528,1525
1528,1526
1722,1677
1722,1698
1698,1654
1698,1671
1654,1511
1677,1526
1677,1640
1677,1671
1640,1382
1640,1496
1640,1525
1496,1238
1496,1351
1496,1381
1351,1221
1351,1237
1867,1800
1800,1786
1786,1640
1786,1669
2009,1941
2009,1959
1941,1814
1941,1930
1930,1786
1930,1813
2154,2108
2154,2131
2131,2089
2131,2101
2131,2102
2089,1814
2089,1930
2108,2089
2108,2101
2108,2102
2299,2229
2229,2102
2229,2216
2216,1958
2216,2071
2216,2101
2071,1941
2071,1957
2441,2373
2441,2392
2392,2389
2392,2390
2373,2246
2373,2359
2359,2229
2359,2245
2586,2540
2586,2564
2564,2390
2564,2503
2564,2535
2503,2373
2503,2389
2540,2518
2540,2533
2540,2534
2518,2373
2729,2661
2729,2679
2661,2534
2661,2647
2647,2518
2647,2533
2875,2805
2805,2678
2805,2792
2792,2534
2792,2647
2792,2677
3017,2952
3017,2970
2970,2966
2952,2935
2935,2805
2935,2821
3163,3094
3094,2952
3306,3260
3306,3283
3283,3237
3283,3253
3283,3254
3237,3110
3237,3223
3223,3094
3223,3109
3260,3237
3260,3253
3260,3254
3449,3381
3449,3399
3381,3254
3381,3369
3369,3237
3594,3547
3594,3570
3570,3525
3570,3545
3545,3541
3525,3398
3525,3512
3512,3254
3512,3369
3512,3397
3547,3525
3547,3545
3737,3669
3737,3687
3669,3542
3669,3655
3655,3525
3655,3541
3883,3814
3814,3669
4026,3980
4026,4003
4003,3959
4003,3973
4003,3974
3959,3814
3959,3829
3959,3830
3980,3959
3980,3973
3980,3974
4171,4102
4102,3959
4314,4267
4314,4290
4290,4246
4290,4263
4246,4102
4267,4246
4267,4263
4457,4389
4457,4407
4389,4262
4389,4377
4377,4246
4605,4534
4605,4549
4605,4550
4534,4389
4747,4681
4681,4406
4681,4520
4520,4262
4520,4377
4520,4405
4890,4843
4890,4866
4866,4822
4866,4840
4840,4837
4840,4838
4822,4681
4843,4822
4843,4840
5035,4965
4965,4838
4965,4952
4952,4694
4952,4810
4952,4837
4810,4664
4810,4693
4664,4406
4664,4520
4664,4549
5179,5109
5109,4982
5109,5097
5097,4965
5322,5275
5322,5299
5299,5254
5299,5269
5299,5270
5254,5109
5275,5254
5275,5272
5272,5269
5272,5270
5468,5270
5468,5383
5468,5416
5416,5413
5416,5414
5383,5254
5383,5269
5609,5547
5609,5560
5560,5557
5560,5558
5547,5270
5547,5383
5547,5413
5547,5414
5754,5707
5754,5730
5730,5686
5730,5705
5705,5701
5686,5547
5707,5686
5707,5705
5897,5831
5897,5848
5848,5845
5848,5846
5831,5686
5831,5701
5831,5702
6041,5973
6041,5992
5992,5989
5992,5990
5973,5846
5973,5960
5960,5702
5960,5817
5960,5845
5817,5686
6185,6119
6185,6137
6137,6133
6119,5973
6119,5989
6119,5990
6330,6283
6330,6306
6306,6262
6306,6279
6262,6119
6283,6262
6283,6279
6474,6430
6474,6451
6451,6407
6451,6421
6451,6422
6407,6262
6407,6277
6407,6278
6430,6407
6619,6550
6550,6407
6761,6693
6761,6711
6693,6566
6693,6679
6679,6550
6679,6565
6905,6838
6905,6857
6857,6853
6838,6693
7051,6983
6983,6838
6983,6853
6983,6854
7193,7128
7193,7144
7144,7141
7144,7142
7128,7111
7111,6983
7111,6997
7338,7291
7338,7314
7314,7270
7314,7288
7288,7285
7288,7286
7270,7128
7291,7270
7291,7288
7482,7435
7482,7458
7458,7413
7458,7433
7433,7429
7413,7286
7413,7399
7399,7270
7399,7285
7435,7413
7435,7433
7625,7560
7625,7576
7576,7573
7576,7574
7560,7543
7543,7413
7543,7429
7769,7703
7769,7720
7720,7717
7720,7718
7703,7560
7703,7573
7703,7574
7913,7847
7913,7865
7865,7861
7847,7703
7847,7717
7847,7718
8059,7989
7989,7862
7989,7979
7979,7703
7979,7717
7979,7718
7979,7861
8202,8155
8202,8178
8178,8134
8178,8151
8134,7989
8155,8134
8155,8151
8345,8277
8345,8295
8277,8150
8277,8263
8263,8134
8263,8149
8490,8443
8490,8466
8466,8423
8466,8439
8423,8277
8423,8293
8423,8294
8443,8423
8443,8439
8633,8565
8633,8584
8584,8581
8584,8582
8565,8438
8565,8554
8554,8407
8554,8437
8407,8277
8407,8293
8777,8710
8777,8729
8729,8725
8710,8565
8922,8876
8922,8898
8898,8854
8898,8871
8854,8710
8876,8854
8876,8869
8876,8870
9068,8870
9068,8983
9068,9015
8983,8854
8983,8869
9210,9163
9210,9186
9186,9142
9186,9159
9142,8998
8998,8854
9163,9142
9163,9159
9353,9287
9353,9304
9304,9301
9304,9302
9287,9142
9287,9157
9287,9158
9499,9430
9430,9287
9642,9595
9642,9618
9618,9573
9618,9591
9573,9446
9573,9561
9561,9430
9595,9573
9595,9591
9786,9739
9786,9762
9762,9717
9762,9735
9717,9590
9717,9704
9704,9446
9704,9561
9704,9589
9739,9717
9739,9735
9930,9884
9930,9906
9906,9861
9906,9879
9861,9734
9861,9847
9847,9717
