cut1_idx,cut2_idx
34,7
34,10
137,75
137,88
88,85
88,86
75,9
75,72
72,7
282,235
282,258
258,213
258,232
232,229
232,230
213,86
213,200
200,9
200,72
200,85
235,213
235,232
425,358
425,375
358,213
571,501
501,374
501,487
487,358
487,373
713,646
713,663
646,501
860,662
860,776
860,807
776,518
776,631
776,661
631,501
631,517
1001,933
1001,952
952,949
952,950
933,806
933,920
920,662
920,776
920,805
1145,1077
1145,1095
1077,950
1077,1064
1064,806
1064,920
1064,949
1289,1221
1289,1239
1221,1094
1221,1209
1209,1077
1435,1365
1365,1238
1365,1351
1351,1221
1351,1237
1577,1511
1577,1528
1528,1525
1528,1526
1511,1365
1511,1381
1511,1382
1722,1675
1722,1698
1698,1653
1698,1671
1653,1526
1653,1640
1640,1382
1640,1495
1640,1525
1495,1365
1495,1381
1675,1653
1675,1671
1866,1819
1866,1842
1842,1798
1842,1815
1798,1653
1819,1798
1819,1815
2009,1941
2009,1959
1941,1814
1941,1929
1929,1798
2153,2086
2153,2104
2104,2101
2104,2102
2086,1941
2298,2251
2298,2274
2274,2229
2274,2247
2229,2102
2229,2215
2215,2086
2215,2101
2251,2229
2251,2247
2441,2373
2441,2392
2392,2389
2392,2390
2373,2246
2373,2359
2359,2229
2359,2245
2586,2540
2586,2563
2563,2518
2563,2533
2563,2534
2518,2373
2540,2518
2540,2533
2540,2534
2729,2661
2729,2679
2661,2534
2661,2647
2647,2518
2647,2533
2873,2805
2873,2823
2805,2678
2805,2791
2791,2661
2791,2677
3017,2951
3017,2968
2968,2965
2968,2966
2951,2805
2951,2821
2951,2822
3161,3093
3161,3111
3093,2966
3093,3083
3083,2805
3083,2821
3083,2822
3083,2965
3305,3237
3305,3255
3237,3110
3237,3223
3223,3093
3223,3109
3449,3381
3449,3399
3381,3254
3381,3368
3368,3110
3368,3223
3368,3253
3593,3525
3593,3544
3544,3541
3544,3542
3525,3398
3525,3511
3511,3381
3511,3397
3737,3669
3737,3687
3669,3542
3669,3655
3655,3525
3655,3541
3881,3813
3881,3831
3813,3686
3813,3800
3800,3542
3800,3655
3800,3685
4026,3980
4026,4003
4003,3957
4003,3973
4003,3974
3957,3830
3957,3943
3943,3813
3943,3829
3980,3957
3980,3973
3980,3974
4169,4101
4169,4121
4121,4117
4101,3974
4101,4087
4087,3957
4087,3973
4313,4246
4313,4264
4264,4261
4264,4262
4246,4101
4457,4389
4457,4407
4389,4262
4389,4376
4376,4118
4376,4231
4376,4261
4231,4101
4231,4117
4604,4406
4604,4520
4604,4551
4520,4262
4520,4376
4520,4405
4746,4699
4746,4722
4722,4678
4722,4695
4678,4533
4533,4406
4533,4520
4699,4678
4699,4695
4889,4822
4889,4840
4840,4837
4840,4838
4822,4678
5034,4988
5034,5010
5010,4965
5010,4983
4965,4838
4965,4951
4951,4822
4951,4837
4988,4965
4988,4981
4988,4982
5177,5109
5177,5130
5130,5126
5109,4982
5109,5096
5096,4838
5096,4951
5096,4981
5321,5253
5321,5272
5272,5269
5272,5270
5253,5126
5253,5239
5239,5109
5239,5125
5466,5419
5466,5443
5443,5397
5443,5413
5443,5414
5397,5270
5397,5383
5383,5253
