cut1_idx,cut2_idx
37,7
138,91
138,114
114,75
114,88
88,85
88,86
75,9
75,74
91,75
91,88
282,236
282,258
258,213
258,232
232,229
232,230
213,86
213,200
200,9
200,74
200,85
236,213
236,229
236,230
425,358
425,376
376,373
376,374
358,213
571,501
501,374
501,487
487,358
487,373
713,646
713,665
665,661
646,501
861,789
861,805
861,806
789,662
789,776
776,518
776,631
776,661
631,501
631,517
1001,933
1001,953
953,949
933,806
933,920
920,662
920,776
920,805
1145,1078
1145,1095
1078,933
1289,1221
1289,1239
1221,1094
1221,1209
1209,1078
1435,1366
1366,1221
1577,1511
1577,1528
1528,1525
1528,1526
1511,1366
1511,1381
1511,1382
1722,1675
1722,1698
1698,1653
1698,1671
1653,1526
1653,1640
1640,1382
1640,1496
1640,1525
1496,1238
1496,1351
1496,1381
1351,1221
1351,1237
1675,1653
1675,1671
1867,1799
1799,1653
1799,1669
1799,1670
2009,1941
2009,1959
1941,1814
1941,1929
1929,1799
2153,2088
2153,2104
2104,2101
2104,2102
2088,2071
2071,1941
2071,1957
2298,2252
2298,2274
2274,2229
2274,2247
2229,2102
2229,2216
2216,1958
2216,2071
2216,2101
2252,2229
2252,2245
2252,2246
2441,2373
2441,2392
2392,2389
2392,2390
2373,2246
2373,2359
2359,2229
2359,2245
2586,2540
2586,2563
2563,2518
2563,2533
2563,2534
2518,2373
2540,2518
2540,2533
2540,2534
2729,2661
2729,2679
2661,2534
2661,2647
2647,2518
2647,2533
2875,2805
2805,2678
2805,2791
2791,2661
2791,2677
3017,2951
3017,2968
2968,2965
2968,2966
2951,2805
2951,2821
2951,2822
3162,3115
3162,3138
3138,3093
3138,3111
3093,2966
3093,3083
3083,2805
3083,2821
3083,2822
3083,2965
3115,3093
3115,3111
3306,3260
3306,3283
3283,3237
3283,3253
3283,3254
3237,3110
3237,3223
3223,3093
3223,3109
3260,3237
3260,3253
3260,3254
3449,3381
3449,3399
3381,3254
3381,3368
3368,3110
3368,3223
3368,3253
3593,3525
3593,3544
3544,3541
3544,3542
3525,3398
3525,3511
