cut1_idx,cut2_idx
34,7
34,10
137,75
137,87
75,9
75,72
72,7
281,213
281,232
232,229
232,230
213,86
213,200
200,9
200,72
200,85
425,358
425,375
358,213
569,501
569,519
501,374
501,487
487,358
487,373
713,645
713,663
645,518
645,631
631,501
631,517
857,789
857,807
789,662
789,775
775,645
775,661
1001,933
1001,952
952,949
952,950
933,806
933,919
919,789
919,805
1145,1077
1145,1095
1077,950
1077,1063
1063,933
1063,949
1289,1221
1289,1239
1221,1094
1221,1207
1207,1077
1207,1093
1433,1365
1433,1383
1365,1238
1365,1351
1351,1221
1351,1237
1577,1510
1577,1527
1510,1365
1721,1653
1721,1671
1653,1526
1653,1639
1639,1510
1639,1525
1865,1797
1865,1815
1797,1670
1797,1784
1784,1526
1784,1639
1784,1669
2009,1941
2009,1959
1941,1814
1941,1928
1928,1670
1928,1784
1928,1813
2153,2085
2153,2104
2104,2101
2104,2102
2085,1958
2085,2071
2071,1941
2071,1957
2297,2229
2297,2247
2229,2102
2229,2215
2215,2085
2215,2101
2441,2373
2441,2392
2392,2389
2392,2390
2373,2246
2373,2359
2359,2229
2359,2245
2586,2539
2586,2563
2563,2517
2563,2533
2563,2534
2517,2390
2517,2503
2503,2373
2503,2389
2539,2517
2539,2535
2729,2661
2729,2679
2661,2534
2661,2647
2647,2517
2647,2533
2873,2805
2873,2823
2805,2678
2805,2791
2791,2661
2791,2677
3017,2949
3017,2967
2949,2822
2949,2935
2935,2805
2935,2821
3161,3093
3161,3111
3093,2966
3093,3082
3082,2935
3082,2965
3305,3237
3305,3255
3237,3110
3237,3223
3223,3093
3223,3109
3449,3381
3449,3399
3381,3254
3381,3367
3367,3237
3367,3253
3593,3525
3593,3544
3544,3541
3544,3542
3525,3398
3525,3511
3511,3381
3511,3397
3737,3669
3737,3687
3669,3542
3669,3655
3655,3525
3655,3541
3881,3813
3881,3831
3813,3686
3813,3799
3799,3669
3799,3685
4026,3979
4026,4002
4002,3957
4002,3975
3957,3830
3957,3943
3943,3813
3943,3829
3979,3957
3979,3975
4169,4101
4169,4119
4101,3974
4101,4087
4087,3957
4087,3973
4313,4245
4313,4263
4245,4118
4245,4231
4231,4101
4231,4117
4457,4389
4457,4407
4389,4262
4389,4375
4375,4245
4375,4261
4603,4533
4533,4406
4533,4520
4520,4262
4520,4375
4520,4405
4745,4677
4745,4695
4677,4550
4677,4663
4663,4533
4663,4549
4889,4821
4889,4840
4840,4837
4840,4838
4821,4694
4821,4808
4808,4550
4808,4663
4808,4693
5034,4987
5034,5010
5010,4965
5010,4983
4965,4838
4965,4951
4951,4821
4951,4837
4987,4965
4987,4983
5177,5109
5177,5129
5129,5125
5109,4982
5109,5095
5095,4965
5095,4981
5321,5253
5321,5272
5272,5269
5272,5270
5253,5126
5253,5239
5239,5109
5239,5125
5465,5397
5465,5416
5416,5413
5416,5414
5397,5270
5397,5383
5383,5253
5383,5269
5609,5543
5609,5559
5543,5397
5543,5413
5543,5414
5753,5686
5753,5703
5686,5543
5897,5829
5897,5847
5829,5702
5829,5815
5815,5686
5815,5701
6041,5973
6041,5991
5973,5846
5973,5959
5959,5829
5959,5845
6185,6117
6185,6136
