cut1_idx,cut2_idx
4,1
4,2
54,8
171,7
171,8
171,87
315,76
315,85
315,231
76,7
449,222
222,7
222,8
222,9
603,367
603,373
603,521
521,517
367,209
209,85
747,513
747,517
747,663
513,222
513,373
513,374
880,654
880,805
880,806
654,367
654,373
654,374
1024,798
1024,949
1024,950
798,513
798,517
798,518
1169,941
941,654
1323,1089
1323,1093
1323,1239
1089,798
1089,949
1089,950
1456,1230
1456,1381
1456,1382
1230,941
1230,949
1230,950
1601,1374
1374,1089
1374,1093
1374,1094
1745,1519
1519,1361
1361,950
1361,1076
1361,1237
1076,798
1888,1663
1888,1813
1888,1814
1663,1505
1505,1094
1505,1217
1505,1381
1217,806
1217,929
1217,1093
929,518
929,641
929,805
641,230
641,356
641,517
356,76
2033,1807
1807,1652
1652,1374
2187,1950
2187,1957
2187,2103
1950,1663
1950,1669
1950,1670
2320,2094
2320,2245
2320,2246
2094,1807
2094,1813
2094,1814
2464,2238
2464,2389
2464,2390
2238,1950
2238,1957
2238,1958
2619,2381
2619,2389
2619,2535
2381,2094
2763,2525
2763,2533
2763,2679
2525,2238
2896,2669
2896,2821
2896,2822
2669,2381
3051,2813
3051,2821
3051,2969
2969,2965
2813,2525
3195,2957
3195,2965
3195,3113
3113,3109
2957,2669
3328,3102
3328,3253
3328,3254
3102,2813
3102,2821
3102,2822
3483,3245
3483,3253
3483,3399
3245,2957
3627,3390
3627,3397
3627,3543
3390,3102
3390,3109
3390,3110
3771,3534
3771,3541
3771,3690
3690,3686
3534,3245
3534,3253
3534,3254
3915,3678
3915,3685
3915,3831
3678,3390
3678,3397
3678,3398
4059,3821
4059,3829
4059,3975
3821,3534
4195,3965
4195,3973
4195,3974
3965,3678
4347,4110
4347,4117
4347,4263
4110,3821
4110,3829
4110,3830
4482,4262
4482,4380
4482,4405
4380,4110
4380,4261
4624,4398
4624,4549
4624,4550
4398,4110
4398,4117
4398,4118
4769,4542
4542,4255
4542,4261
4542,4262
4255,4100
4100,3821
4923,4689
4923,4693
4923,4839
4689,4398
4689,4549
4689,4550
5057,4829
4829,4542
5202,4982
5202,5105
5202,5125
5105,4694
5105,4820
5105,4981
4820,4542
5345,5117
5117,4829
5499,5261
5499,5269
5499,5415
5261,4973
4973,4689
5633,5405
5405,5117
5777,5549
5549,5261
5922,5702
5922,5825
5922,5845
5825,5414
5825,5537
5825,5701
5537,5126
5537,5249
5537,5413
5249,4838
5249,4961
5249,5125
4961,4550
4961,4668
4961,4837
4668,4398
4668,4549
6075,5833
6075,5845
6075,5991
5833,5558
5833,5676
5676,5405
5676,5557
6211,5982
6211,5989
6211,5990
5982,5693
5982,5701
5982,5702
5693,5405
6353,6121
6121,5846
6121,5969
5969,5558
5969,5676
5969,5845
6497,6270
6270,5982
6270,5989
6270,5990
6642,6422
6642,6548
6642,6565
6548,6270
6784,6558
6784,6709
6784,6710
6558,6270
6558,6277
6558,6278
6939,6701
6939,6709
6939,6857
6857,6853
6701,6414
6414,6121
6414,6133
6414,6134
7073,6846
6846,6558
6846,6565
6846,6566
7216,6991
7216,7141
7216,7142
6991,6833
6833,6422
6833,6548
6833,6709
7363,7137
7363,7141
7363,7142
7137,6846
7137,6997
7137,6998
7504,7279
7504,7429
7504,7430
7279,7121
7121,6710
7121,6833
7121,6997
7659,7422
7659,7429
7659,7575
7422,7137
7422,7141
7422,7142
7793,7561
7561,7286
7561,7412
7412,7137
7938,7718
7938,7841
7938,7861
7841,7430
7841,7556
7841,7717
7556,7279
8080,7853
8080,8005
8080,8006
7853,7561
8235,7997
8235,8005
8235,8151
7997,7710
7710,7422
7710,7429
7710,7430
8379,8142
8379,8149
8379,8297
8297,8293
8142,7853
8142,7861
8142,7862
8512,8287
8512,8437
8512,8438
8287,8129
8129,7718
8129,7841
8129,8005
8658,8438
8658,8564
8658,8581
8564,8287
8811,8575
8811,8581
8811,8727
8575,8412
8412,8142
8412,8293
8945,8718
8718,8430
8718,8437
8718,8438
8430,8142
8430,8149
8430,8150
9089,8863
8863,8705
8705,8294
8705,8412
8705,8581
9234,9014
9234,9132
9234,9157
9132,8863
9132,9013
9377,9151
9151,8988
8988,8718
8988,8869
9520,9297
9520,9445
9520,9446
9297,9005
9297,9157
9297,9158
9005,8718
9675,9437
9675,9445
9675,9591
9437,9151
9809,9581
9581,9297
9963,9729
9963,9733
9963,9879
9729,9437
9729,9589
9729,9590
10097,9871
9871,9716
9716,9437
10240,10015
10240,10165
10240,10166
10015,9857
9857,9446
9857,9572
9857,9733
9572,9297
10385,10159
10159,10001
10001,9590
10001,9716
10001,9877
10539,10303
10539,10309
10539,10458
10458,10454
10303,10148
10148,9871
10673,10441
10441,10166
10441,10289
10289,9878
10289,10001
10289,10165
10827,10590
10827,10597
10827,10743
10590,10303
10590,10309
10590,10310
10971,10733
10971,10741
10971,10889
10889,10885
10733,10441
11105,10878
10878,10590
10878,10597
10878,10598
11250,11030
11250,11153
11250,11173
11153,10742
11153,10860
11153,11029
10860,10590
10860,10741
11393,11167
11167,11012
11012,10733
11547,11310
11547,11317
11547,11463
11310,11023
11310,11029
11310,11030
11023,10860
11681,11453
11453,11167
11827,11597
11827,11605
11827,11606
11597,11310
11970,11750
11970,11873
11970,11893
11873,11462
11873,11585
11873,11749
11585,11174
11585,11297
11585,11461
11297,10886
11297,11012
11297,11173
12113,11885
11885,11597
12256,12031
12256,12181
12256,12182
12031,11873
12411,12173
12411,12181
12411,12327
12173,11885
12546,12326
12546,12449
12546,12469
12449,12038
12449,12161
12449,12325
12161,11750
12161,11873
12161,12037
12699,12462
12699,12469
12699,12615
12462,12173
12462,12181
12462,12182
12833,12609
12609,12318
12609,12469
12609,12470
12318,12031
12318,12037
12318,12038
12987,12753
12987,12757
12987,12903
