cut1_idx,cut2_idx
54,8
171,7
171,8
171,90
90,86
315,83
315,85
315,231
83,9
449,217
217,9
217,74
603,367
603,373
603,520
520,517
520,518
367,209
209,85
747,513
747,517
747,663
513,217
513,373
513,374
882,662
882,788
882,805
788,513
1026,806
1026,929
1026,949
929,518
929,641
929,805
641,230
641,356
641,517
356,83
1179,941
1179,949
1179,1098
1098,1094
941,657
657,367
657,517
657,518
1312,1089
1312,1237
1312,1238
1089,799
1089,949
1089,950
799,641
1458,1238
1458,1364
1458,1381
1364,1089
1611,1374
1611,1381
1611,1527
1374,1089
1374,1093
1374,1094
1744,1519
1744,1669
1744,1670
1519,1364
1890,1670
1890,1793
1890,1813
1793,1382
1793,1508
1793,1669
1508,1233
1233,941
1233,1093
1233,1094
2043,1809
2043,1813
2043,1961
1961,1957
1809,1519
1809,1669
1809,1670
2178,1958
2178,2076
2178,2101
2076,1809
2076,1957
2322,2102
2322,2228
2322,2245
2228,1950
1950,1663
1950,1669
1950,1670
1663,1508
2464,2239
2464,2389
2464,2390
2239,2076
2619,2381
2619,2389
2619,2535
2381,2094
2094,1809
2094,1813
2094,1814
2763,2526
2763,2533
2763,2681
2681,2677
2526,2239
2526,2245
2526,2246
2896,2670
2896,2821
2896,2822
2670,2381
2670,2389
2670,2390
3040,2814
3040,2965
3040,2966
2814,2526
2814,2533
2814,2534
3195,2957
3195,2965
3195,3112
3112,3109
3112,3110
2957,2670
3330,3110
3330,3236
3330,3253
3236,2957
3483,3246
3483,3253
3483,3399
3246,2957
3246,2965
3246,2966
3616,3390
3616,3541
3616,3542
3390,3102
3390,3109
3390,3110
3102,2814
3102,2821
3102,2822
3771,3535
3771,3541
3771,3690
3690,3686
3535,3380
3380,3102
3915,3679
3915,3685
3915,3834
3834,3830
3679,3524
3524,3246
4059,3821
4059,3829
4059,3975
3821,3535
4195,3965
4195,3973
4195,3974
3965,3679
4347,4110
4347,4117
4347,4263
4110,3821
4110,3829
4110,3830
4485,4262
4485,4380
4485,4406
4380,4110
4380,4261
4624,4398
4624,4549
4624,4550
4398,4110
4398,4117
4398,4118
4769,4542
4542,4257
4542,4261
4542,4262
4257,3965
4257,4117
4257,4118
4923,4689
4923,4693
4923,4839
4689,4398
4689,4549
4689,4550
5067,4830
5067,4837
5067,4983
4830,4542
4830,4549
4830,4550
5202,4982
5202,5105
5202,5125
5105,4694
5105,4820
5105,4981
4820,4542
5345,5121
5121,4830
5121,4981
5121,4982
5499,5261
5499,5269
5499,5417
5417,5413
5261,4974
4974,4689
4974,4693
4974,4694
5643,5406
5643,5413
5643,5559
5406,5121
5406,5125
5406,5126
5777,5549
5549,5261
5922,5702
5922,5820
5922,5845
5820,5549
5820,5701
6075,5830
6075,5845
6075,5991
5830,5693
5693,5406
6213,5990
6213,6116
6213,6134
6116,5830
6353,6118
6118,5982
5982,5693
5982,5701
5982,5702
6497,6270
6270,5982
6270,5989
6270,5990
6645,6422
6645,6542
6645,6566
6542,6270
6542,6277
6542,6421
6784,6561
6784,6709
6784,6710
6561,6270
6561,6421
6561,6422
6930,6710
6930,6836
6930,6853
6836,6561
7083,6849
7083,6853
7083,6999
6849,6561
6849,6709
6849,6710
7218,6998
7218,7121
7218,7141
7121,6710
7121,6836
7121,6997
7365,7142
7365,7265
7365,7286
7265,6854
7265,6980
7265,7141
6980,6701
6701,6415
6415,6260
6260,5982
7504,7279
7504,7429
7504,7430
7279,7121
7659,7422
7659,7429
7659,7575
7422,7126
7422,7141
7422,7142
7126,6991
6991,6836
7803,7561
7803,7573
7803,7721
7721,7717
7561,7286
7561,7408
7408,7126
7408,7142
7408,7285
7938,7718
7938,7841
7938,7861
7841,7430
7841,7548
7841,7717
7548,7279
7548,7429
8080,7853
8080,8005
