cut1_idx,cut2_idx
54,8
161,7
305,79
449,221
221,7
593,366
366,79
366,85
366,86
737,510
510,221
510,229
510,230
881,653
653,366
1025,798
798,510
798,517
798,518
1169,941
941,653
1313,1086
1086,798
1086,805
1086,806
1457,1229
1229,941
1601,1373
1373,1086
1745,1517
1517,1229
1889,1661
1661,1373
2033,1805
1805,1517
2177,1949
1949,1661
2321,2093
2093,1805
2465,2237
2237,1949
2609,2381
2381,2093
2763,2525
2763,2533
2763,2679
2525,2237
2897,2669
2669,2381
3041,2813
2813,2525
3185,2957
2957,2669
3329,3102
3102,2813
3102,2821
3102,2822
3473,3245
3245,2957
3617,3389
3389,3102
3761,3533
3533,3245
3905,3677
3677,3389
4049,3821
3821,3533
4193,3965
3965,3677
4337,4109
4109,3821
4481,4253
4253,3965
4625,4397
4397,4109
4769,4541
4541,4253
4913,4685
4685,4397
5057,4829
4829,4541
5211,4973
5211,4981
5211,5127
4973,4685
5345,5117
5117,4829
5489,5261
5261,4973
5633,5405
5405,5117
5777,5549
5549,5261
5921,5693
5693,5405
6065,5837
5837,5549
6219,5981
6219,5989
6219,6135
5981,5693
6353,6126
6126,5837
6126,5845
6126,5846
6497,6269
6269,5981
6641,6413
6413,6126
6785,6557
6557,6269
6929,6701
6701,6413
7073,6845
6845,6557
7227,6989
7227,6997
7227,7143
6989,6701
7360,7134
7360,7285
7360,7286
7134,6845
7134,6853
7134,6854
7504,7277
7504,7429
7504,7430
7277,6989
7649,7421
7421,7134
7793,7566
7566,7277
7566,7285
7566,7286
7937,7709
7709,7421
8081,7853
7853,7566
8225,7997
7997,7709
8369,8141
8141,7853
8523,8285
8523,8293
8523,8439
8285,7997
8657,8429
8429,8141
8801,8573
8573,8285
8945,8718
8718,8429
8718,8437
8718,8438
9089,8861
8861,8573
9233,9005
9005,8718
9377,9149
9149,8861
9531,9293
9531,9301
9531,9447
9293,9005
9665,9437
9437,9149
9809,9581
9581,9293
9953,9725
9725,9437
10097,9870
9870,9581
9870,9589
9870,9590
10241,10013
10013,9725
10385,10157
10157,9870
10529,10301
10301,10013
10673,10446
10446,10157
10446,10165
10446,10166
10817,10589
10589,10301
10961,10733
10733,10446
11105,10877
10877,10589
11249,11021
11021,10733
11393,11165
11165,10877
11537,11309
11309,11021
11681,11453
11453,11165
11835,11597
11835,11605
11835,11751
11597,11309
11969,11741
11741,11453
12113,11885
11885,11597
12267,12029
12267,12037
12267,12183
12029,11741
12411,12173
12411,12181
12411,12327
12173,11885
12545,12317
12317,12029
12689,12462
12462,12173
12462,12181
12462,12182
12833,12605
12605,12317
12977,12749
12749,12462
13131,12893
13131,12901
13131,13047
12893,12605
13265,13037
13037,12749
13409,13181
13181,12893
13553,13325
13325,13037
13697,13469
13469,13181
13841,13613
13613,13325
13985,13757
13757,13469
14129,13901
13901,13613
14273,14045
14045,13757
14417,14189
14189,13901
14561,14333
14333,14045
14705,14477
14477,14189
14849,14621
14621,14333
15003,14765
15003,14773
15003,14919
14765,14477
15147,14909
15147,14917
15147,15063
14909,14621
15281,15053
15053,14765
15425,15197
15197,14909
15569,15341
15341,15053
15713,15485
15485,15197
15857,15629
15629,15341
16001,15773
15773,15485
16145,15917
15917,15629
16289,16061
16061,15773
16433,16205
16205,15917
16577,16349
16349,16061
16721,16494
16494,16205
16494,16213
16494,16214
16865,16637
16637,16349
17009,16781
16781,16494
17153,16925
16925,16637
17297,17069
17069,16781
17441,17213
17213,16925
17595,17357
17595,17365
17595,17511
17357,17069
17729,17501
17501,17213
17883,17646
17883,17653
17883,17799
17646,17357
17646,17365
17646,17366
18017,17790
17790,17501
17790,17509
17790,17510
18161,17933
17933,17646
18221,17933
